ID,自由記述,感情スコア,授業評価スコア
67845,とても分かりやすく教えてくれた。 毎回授業初めに前回の復習をやってくれていたので何をやっていたのかを再度確認することができた。,1.0,3.27
89038,授業の演習を理解しながら取り組み，分からない点をよく確認したり，復習を行えばJavaの仕組み等をよく理解できると思います．構文力を身につけるには，実際に独自のプログラムを分からない点を調べながら取り組めばよいと思います． 試験に関しては，授業をよく聞き，試験前に過去問を解いて確認すれば十分合格できると思います．,1.0,3.45
46674,本文を丁寧に解説されていてとても分かりやすかった。,1.0,3.45
66727,物体の曲げ、たわみ、座屈、組み合わせ応力について学ぶことができた。,1.0,3.37
24992,スライドを使った説明がわかりやすかった。,1.0,3.28
55712,この講義で会計学は人生の選択肢を豊かにするものだと感じました。少し難しいところもありますが、苦手意識は無くなったのでこれからも継続して勉強していきたいと思います。,1.0,3.35
58717,高校の知識から少し進んだ知識を生活に絡めていたので理解しやすかった。,1.0,3.39
9097,小テストがあることで授業への理解が深まりました。,1.0,3.58
2486,課題をしっかりとこなす。,0.0,3.2
73716,1週間に1度の運動出来る機会でとても有意義に過ごすことができた。,1.0,3.66
46275,法律関係で難しいことが多かったですが、例えを使って説明されることによって、わかりやすく学ぶことができました。ありがとうございました。,1.0,3.43
5172,ヒントをくださったので、めげずに解くのを頑張れました。ありがとうございます。,1.0,3.41
67334,授業をよく聞くと良い。,0.0,3.63
34874,情報技術のことを普段学習しているので、あまり経済のことについて知りませんでしたが、この授業では面白くわかりやすく教えてくださるのでとても楽しかったです。,1.0,3.34
48373,好意的なコメント有難う御座います。より意欲的に学習できるように、実際のセキュリティや通信アプリに関連する内容を今後増やすようにします。,1.0,3.55
62346,多くの素晴らしい学びがあったようで嬉しく思います。講義では1回完結のテーマで時間が限られるため、検証が十分に行われた信頼性の高いデータを中心に構成しています。講義は終わりますが、ぜひこれからも各自で新しい知見をインプットしてください。みなさんのご活躍を心からお祈りしております。 いただいた貴重なコメントは今後の講義に活かしていきます。どうもありがとうございました。,1.0,3.63
38217,今までの総復習をすることができます。,1.0,3.68
29577,前期に習った行列に関する行列式や行列の簡約化などを思い出しながら解くことができた。,1.0,3.4
7912,課題は早めに終わらせておくことが大切。,1.0,3.76
65853,小テストを毎回行うことで分かりやすく理解を深めることが出来てよかった。,1.0,3.57
11177,とても分かりやすかったです,1.0,3.38
37148,主にソフトウェアについての様々な知識を得た,1.0,3.46
60240,歴史について知ることができた,1.0,3.44
59679,毎回の小テストを通じて化学と生活について理解を深めることができたと思う。また、先生の映像を使った説明がとてもわかりやすく、また面白かったです。,1.0,3.44
41820,クラッカーでの繰り返しの学習がとても役に立ちました。,1.0,3.45
13467,ありがとうございました。,0.0,3.49
97289,教科書の何ページ何行目にある、などちゃんと言ってくれたりしてくれるおかげでどこの解説をしているかがわかるためとてもやりやすい授業でした。,1.0,3.29
48087,スライドを自分で作って発表したり、ディベートをしたりとグループワークが沢山出来て良い経験になりました。,1.0,3.72
19922,授業はしっかり聞くこと,0.0,3.46
8122,オンライン授業のために様々な機材をそろえてくださったのでわかりやすくて良かったです。,1.0,3.5
43075,交流の輪が広がるきっかけになると思います,1.0,3.5
62080,夏目漱石の自己本位の話など、非常に興味深い講義内容でした。ありがとうございました。,1.0,3.5
37283,磁場や電場について学ぶことができた,1.0,3.35
91961,プログラミングはやるのが大学が初だったがわかりやすかったし、面白かった。,1.0,3.5
65633,マナーに関して厳しいですが、授業の内容は楽しいです。マナーに気をつけて講義を受けて下さい。,1.0,3.75
58629,歴史についてなかなか細かいところまだ教えてくれた。地方の歴史も学べてよかったです！,1.0,3.38
38057,課題をしっかりと行い、その内容をしっかりと理解する。,0.0,3.53
84082,しっかりとレポートに取り組む。,0.0,3.69
62998,楽しいウェルネス応用をありがとうございました。,0.0,3.75
62127,公認会計士に本気でなろうと思いました。先生の話が面白くてもっと聞きたかったです！,1.0,3.5
988,自分の意見を恥ずかしがらずに主張する。,0.0,3.42
2456,実験は、とても大変である。実験では、より円滑にスムーズに行えるよう、授業開始前には、道具を必ず準備しましょう。また、実験の説明もしっかり聞き、電子工学基礎実験のほうでは、必ず事前に動画を確認して器具の使い方を見ておきましょう。実験後の考察も適当に書くと再提出になるので、しっかり書いて、次の実験に影響が出ないように早めに終わらせることが大事です。,0.0,3.58
42527,cプログラミングの基礎が学べてよかったです。だんだんコードが複雑になってくると思いますがそれがちょっとおもしろくもあります。,1.0,3.67
42250,とても分かりやすい授業で様々な機器のことについて学ぶことができてよかったです。,1.0,3.81
48164,英語には、苦手意識がありましたが先生の授業は、丁寧で苦手意識が少し無くなりました。 これからも、今の授業スタイルにしていただけると幸いです。 Let’s Listen と Let’s Check & Read Aloud の音声、Change Yourself の音声 など、同じ音声を2回流すところを1回だけ流すようにしていただけると嬉しいです。,1.0,3.36
14023,先生の説明が分かりやすいので、特に詰まらず学習できると思います。,1.0,3.5
92318,毎回の英語の授業を楽しんで受けることが出来ました。,1.0,3.44
32382,ベクトルから始まって、行列までを分かりやすく教えていだだけたので理解出来ました,1.0,3.44
4058,授業をしっかり聞いて、予習復習をやっておけば大丈夫だと思います。,0.0,3.47
18420,分かりやすかったです。ありがとうございました。,1.0,3.46
63879,事前学習用の動画があることでとても学習しやすかった。,1.0,3.51
18573,講義内容をしっかり聞けば十分理解出来ると思います。,0.0,3.33
40284,前半60分で講義，後半30分で演習という形式で進めてくださったので、 90分の講義内で理解を深めることができました。,1.0,3.66
81989,先生の動画を見ておけば理解できると思いました。 動画はとてもわかりやすかったです。,1.0,3.09
25116,プリントだったので予習復習が楽でした。,1.0,3.5
79720,人と話し合い、意見交換をすることで、答えを見出していくことが出来ました。,1.0,3.51
48197,ミニテストをちゃんと取り組んだ方がいい。 リスニングを何回もする,0.0,3.26
7440,自分からコミュニケーションを取りに行くことが大切です。,0.0,3.48
95536,予習復習が大事だと思います,0.0,3.36
12301,テキストを1回読んで授業を聞き、テスト前に読み直せばある程度覚えることができるはずなので予習をしっかりとやりましょう。,0.0,3.73
54544,FitAIMはちゃんとやった方がいい,0.0,3.54
11305,本講義では、水力発電や火力発電、原子力発電、風力発電、太陽光発電といった様々な発電と変電について、それぞれの原理、構造といった基本から、電験にも関係するような基礎的な計算についても教授しています。幅広い内容のため、用語の理解だけでも大変だったと思いますが、講義前の課題プリントの穴埋めをしっかり行った人、講義動画最後の小テストを理解するまで何度も解いた人は、講義が終わった今、成長を感じられているのではないでしょうか。２年生から専門科目が増えていますが、しっかりとついてきてください。,1.0,3.08
41693,機器は1年次からの科目だったので達成感が非常にあります。,1.0,3.25
1981,遠隔授業と対面授業への対応が大変だったと思いますが、よく切り替えて頑張ってくれたと思います。是非その真摯な姿勢を持ち続け、教師を目指してください。期待しています。,1.0,
91596,中村先生が楽しそうだったのがよかったと思う。,1.0,3.5
63406,C言語の基礎的な知識が身につき、タイピングも上達しました。,1.0,3.53
66167,レポート課題のおかげで、自分は何を理解していないのかわかって学習がとてもしやすかった。,1.0,3.4
96468,今まで知らなかった福岡や九州の歴史を知れて楽しかった。,1.0,3.48
13741,プログラムがどのように動くことで実行結果が表示されているのかの解説が丁寧でとても理解しやすかったです。,1.0,3.82
5192,ICP発光やUV吸光度など実験で使う内容の理解を深めることができた。,1.0,3.47
79118,グローバル化が進み日本人より外国人を多く見るようになった世の中にはなったので、異文化を理解し受け入れることが大切だと学んだ,1.0,3.12
4241,様々な視点から環境について学べた。,1.0,3.48
2596,とてもわかりやすく、楽しかったです。ありがとうございました。,1.0,3.62
77192,レジュメをしっかりと復習することとメモをとりながら授業にのぞむ。,0.0,3.6
78638,現在われわれを取り巻く様々な問題や課題に対して議論を通して理解を深めることができたのでとても有意義だったと思います。,1.0,3.52
55377,しっかりとメモをとったり、分からないところは調べたりして事前に予習したら良い。,0.0,3.55
87027,みんなで協力してスポーツだけでなく、レポートの発表にも取り組んだ,0.0,3.65
66800,材料力学についての理解を授業や演習で深めることができました。,1.0,3.41
91617,通信における計算方法や語句について知識を増やすことができた。,1.0,3.3
33530,重要なことをメモすることが大事。,0.0,3.33
41816,まず真面目に講義を受けること。理由なしの欠席、遅れてくるのは論外。 次に、ちゃんと先生の話を聴いてしっかりノートをとること。自分で後から授業ノートを見ながら復習すれば必ず合格する。 最後に、課題は考えながら解くこと。,1.0,3.2
93881,グループワークが多くて最初は戸惑ったけど、すぐに班員とも打ち解けられて大学生活のスタートで助かりました。講義では研究室訪問で先生方から貴重なお話を聞くことが出来、ポスター発表ではいかに相手に伝わりやすいかを工夫したりなどとても有意義な時間が過ごせました。,1.0,3.43
18521,授業は毎授業ちゃんと確認して、教科書にマーカーを引いたりしていれば問題ないと思います。,1.0,3.53
66739,きちんと学ぶことができました。,1.0,3.62
48771,キャリアデザインの応用編で、自分なりの考えをもつ大切さや、ディベートを通してのさまざまな力を培うことができた。,1.0,3.55
65442,授業まとめのパワーポイントを作る際に、今まで学んだことが自分のキャリアにどう結びつくかを考えることで、より具体的な目標を立ててキャリアを考えることが出来ると思います。,1.0,3.62
63740,課題を継続してすることで内容を定着させることができた。,1.0,3.5
58748,科学の物質についてより知れたし、その背景も学び様々な視点で考えれた。,1.0,3.39
51576,R言語は初めて学習する内容だったかC言語よりスムーズに理解出来て簡単だったと感じる。,1.0,3.35
37554,テスト勉強はしっかりしよう,1.0,3.37
51178,電気回路の理解を深める面白い講義でした。電気工学基礎の理解に役立つ内容でした。逆もまた然りです。,1.0,2.73
50509,授業にしっかり出て、練習問題に取り組むことが大切。,1.0,3.53
58000,民族、人類、家族について深く学ぶことが出来た。,1.0,3.49
75021,レポートや課題等がやや多めの授業ですが、それらをこなせば授業の内容はとても面白いのでぜひ頑張って受講してください。,1.0,3.46
26180,自然が好きな自分にとっては楽しく感じる科目でした,1.0,3.48
89681,「発展課題」は授業中にやっていた演習問題のことでしょうか。もう少しヒントが出せるよう考えてみますね。どうもありがとうございました。,1.0,3.37
28189,授業のメモをしっかりとることが大切。,0.0,3.5
7004,自分自身の歩数など意識したことがなかったので、知ることができてよかったのと自分の体調管理について考え直すことができました。,1.0,3.28
11592,課題をしっかり調べて提出すること,0.0,3.3
15569,授業をしっかりと聞き、課題と小テストをしっかり取り組みましょう。,0.0,3.5
84691,毎回の講義で覚えておくべき場所などを教えてくれるので復習の時もどこを重点的に復習すればいいかわかって助かりました。,1.0,3.57
45791,日本以外の国のことを知ることが出来たので良かったです。次は自分の足で海外にいって周りの文化の違いや様々な文化に触れようと思いました。,1.0,3.72
49093,評価用課題の提出期限の延長に何度も対応していただいてありがたかったです。,1.0,3.43
48688,個人的にとても学びたかった3次元の座標変換に関することを学ぶことが出来てとても楽しかったです。物理で剛体の回転を記述する際、オイラー角や慣性モーメントなどのことが十分に理解しきれなかったので、今回学んだことを縦横無尽に使おうと思います！ありがとうございました。,1.0,3.3
45108,日本を代表する作家たちの作品や生涯について細かく解説していただきありがとうございます。文学に興味をより持つことができました。,1.0,3.4
19694,ExcelやWordなどの説明がテキストを含め今まで(中学、高校より)で一番わかりやすかったです。,1.0,3.66
33278,半年間ありがとうございました,0.0,3.55
